lesson_id,grade,level,title,total_components,external_count,internal_count,relationships,shared_targets,has_shared_targets,feedback_loops,has_feedback_loops,needs_conditions,total_conditions,condition_1_connection,condition_1_type,condition_1_text,condition_1_justification,condition_2_connection,condition_2_type,condition_2_text,condition_2_justification,condition_3_connection,condition_3_type,condition_3_text,condition_3_justification,sub_if_thens,all_conditions_json
G04L2-L07,4th,2,Chain Reaction,5,2,3,Initial Push Force (+)→ Kinetic Energy Transfer; Object Mass (-)→ Final Object Speed; Kinetic Energy Transfer (+)→ Final Object Speed; Kinetic Energy Transfer (+)→ Energy Lost to Sound; Energy Lost to Sound (-)→ Final Object Speed,"Final Object Speed ← [Object Mass, Kinetic Energy Transfer, Energy Lost to Sound]",Yes,None,No,Yes,4,Object Mass → Final Object Speed,AMP,IF Kinetic Energy Transfer is ON,"Object Mass amplifies the effect on Final Object Speed, but only when Kinetic Energy Transfer is active. Without Kinetic Energy Transfer, Object Mass alone cannot cause changes in Final Object Speed.",Object Mass → Final Object Speed,AMP,IF Energy Lost to Sound is ON,"Object Mass amplifies the effect on Final Object Speed, but only when Energy Lost to Sound is active. Without Energy Lost to Sound, Object Mass alone cannot cause changes in Final Object Speed.",Kinetic Energy Transfer → Final Object Speed,MUT,IF Energy Lost to Sound is ON,"Kinetic Energy Transfer and Energy Lost to Sound both affect Final Object Speed, but Kinetic Energy Transfer's effect depends on Energy Lost to Sound being active in the system.","Object Mass → Final Object Speed: IF Energy Lost to Sound is ON, BUT Energy Lost to Sound depends on: Kinetic Energy Transfer (+)→ Energy Lost to Sound; Kinetic Energy Transfer → Final Object Speed: IF Energy Lost to Sound is ON, BUT Energy Lost to Sound depends on: Kinetic Energy Transfer (+)→ Energy Lost to Sound; Object Mass → Final Object Speed: IF Kinetic Energy Transfer is ON, BUT Kinetic Energy Transfer depends on: Initial Push Force (+)→ Kinetic Energy Transfer; Energy Lost to Sound → Final Object Speed: IF Kinetic Energy Transfer is ON, BUT Kinetic Energy Transfer depends on: Initial Push Force (+)→ Kinetic Energy Transfer","[{'connection': 'Object Mass → Final Object Speed', 'type': 'AMP', 'condition_text': 'IF Kinetic Energy Transfer is ON', 'scientific_justification': 'Object Mass amplifies the effect on Final Object Speed, but only when Kinetic Energy Transfer is active. Without Kinetic Energy Transfer, Object Mass alone cannot cause changes in Final Object Speed.', 'sign': '-'}, {'connection': 'Object Mass → Final Object Speed', 'type': 'AMP', 'condition_text': 'IF Energy Lost to Sound is ON', 'scientific_justification': 'Object Mass amplifies the effect on Final Object Speed, but only when Energy Lost to Sound is active. Without Energy Lost to Sound, Object Mass alone cannot cause changes in Final Object Speed.', 'sign': '-'}, {'connection': 'Kinetic Energy Transfer → Final Object Speed', 'type': 'MUT', 'condition_text': 'IF Energy Lost to Sound is ON', 'scientific_justification': ""Kinetic Energy Transfer and Energy Lost to Sound both affect Final Object Speed, but Kinetic Energy Transfer's effect depends on Energy Lost to Sound being active in the system."", 'sign': '+'}, {'connection': 'Energy Lost to Sound → Final Object Speed', 'type': 'MUT', 'condition_text': 'IF Kinetic Energy Transfer is ON', 'scientific_justification': ""Energy Lost to Sound and Kinetic Energy Transfer both affect Final Object Speed, but Energy Lost to Sound's effect depends on Kinetic Energy Transfer being active in the system."", 'sign': '-'}]"
G04L2-L08,4th,2,Why Does a Black Car Get Hotter?,5,2,3,Sunlight Intensity (+)→ Heat Absorption; Surface Color (dark) (+)→ Heat Absorption; Heat Absorption (+)→ Surface Temperature; Surface Temperature (-)→ Comfort Level; Sunlight Intensity (+)→ Surface Temperature,"Heat Absorption ← [Sunlight Intensity, Surface Color (dark)]; Surface Temperature ← [Heat Absorption, Sunlight Intensity]",Yes,None,No,Yes,2,Sunlight Intensity → Heat Absorption,AMP,IF Surface Color (dark) is ON,"Sunlight Intensity amplifies the effect on Heat Absorption, but only when Surface Color (dark) is active. Without Surface Color (dark), Sunlight Intensity alone cannot cause changes in Heat Absorption.",Sunlight Intensity → Surface Temperature,AMP,IF Heat Absorption is ON,"Sunlight Intensity amplifies the effect on Surface Temperature, but only when Heat Absorption is active. Without Heat Absorption, Sunlight Intensity alone cannot cause changes in Surface Temperature.",,,,,"Sunlight Intensity → Surface Temperature: IF Heat Absorption is ON, BUT Heat Absorption depends on: Sunlight Intensity (+)→ Heat Absorption; Surface Color (dark) (+)→ Heat Absorption","[{'connection': 'Sunlight Intensity → Heat Absorption', 'type': 'AMP', 'condition_text': 'IF Surface Color (dark) is ON', 'scientific_justification': 'Sunlight Intensity amplifies the effect on Heat Absorption, but only when Surface Color (dark) is active. Without Surface Color (dark), Sunlight Intensity alone cannot cause changes in Heat Absorption.', 'sign': '+'}, {'connection': 'Sunlight Intensity → Surface Temperature', 'type': 'AMP', 'condition_text': 'IF Heat Absorption is ON', 'scientific_justification': 'Sunlight Intensity amplifies the effect on Surface Temperature, but only when Heat Absorption is active. Without Heat Absorption, Sunlight Intensity alone cannot cause changes in Surface Temperature.', 'sign': '+'}]"
G04L2-L09,4th,2,Can You Hear a Tsunami Coming?,5,2,3,Wave Energy (+)→ Detection Time; Distance from Shore (+)→ Warning Speed; Warning Speed (+)→ Evacuation Success; Wave Energy (-)→ Evacuation Success; Detection Time (+)→ Warning Speed,"Warning Speed ← [Distance from Shore, Detection Time]; Evacuation Success ← [Warning Speed, Wave Energy]",Yes,None,No,Yes,2,Distance from Shore → Warning Speed,AMP,IF Detection Time is ON,"Distance from Shore amplifies the effect on Warning Speed, but only when Detection Time is active. Without Detection Time, Distance from Shore alone cannot cause changes in Warning Speed.",Wave Energy → Evacuation Success,AMP,IF Warning Speed is ON,"Wave Energy amplifies the effect on Evacuation Success, but only when Warning Speed is active. Without Warning Speed, Wave Energy alone cannot cause changes in Evacuation Success.",,,,,"Wave Energy → Evacuation Success: IF Warning Speed is ON, BUT Warning Speed depends on: Distance from Shore (+)→ Warning Speed; Detection Time (+)→ Warning Speed; Distance from Shore → Warning Speed: IF Detection Time is ON, BUT Detection Time depends on: Wave Energy (+)→ Detection Time","[{'connection': 'Distance from Shore → Warning Speed', 'type': 'AMP', 'condition_text': 'IF Detection Time is ON', 'scientific_justification': 'Distance from Shore amplifies the effect on Warning Speed, but only when Detection Time is active. Without Detection Time, Distance from Shore alone cannot cause changes in Warning Speed.', 'sign': '+'}, {'connection': 'Wave Energy → Evacuation Success', 'type': 'AMP', 'condition_text': 'IF Warning Speed is ON', 'scientific_justification': 'Wave Energy amplifies the effect on Evacuation Success, but only when Warning Speed is active. Without Warning Speed, Wave Energy alone cannot cause changes in Evacuation Success.', 'sign': '-'}]"
G04L2-L10,4th,2,Why Does Your Bike Rust?,5,2,3,Water Exposure (+)→ Oxidation Rate; Oxygen Level (+)→ Oxidation Rate; Oxidation Rate (+)→ Rust Formation; Rust Formation (-)→ Metal Strength; Water Exposure (+)→ Rust Formation,"Oxidation Rate ← [Water Exposure, Oxygen Level]; Rust Formation ← [Oxidation Rate, Water Exposure]",Yes,None,No,Yes,3,Water Exposure → Oxidation Rate,2EX,IF Oxygen Level is ON,"Water Exposure only affects Oxidation Rate when Oxygen Level creates the right conditions. Without Oxygen Level, Water Exposure alone cannot drive Oxidation Rate.",Oxygen Level → Oxidation Rate,2EX,IF Water Exposure is ON,"Oxygen Level only affects Oxidation Rate when Water Exposure creates the right conditions. Without Water Exposure, Oxygen Level alone cannot drive Oxidation Rate.",Water Exposure → Rust Formation,AMP,IF Oxidation Rate is ON,"Water Exposure amplifies the effect on Rust Formation, but only when Oxidation Rate is active. Without Oxidation Rate, Water Exposure alone cannot cause changes in Rust Formation.","Water Exposure → Rust Formation: IF Oxidation Rate is ON, BUT Oxidation Rate depends on: Water Exposure (+)→ Oxidation Rate; Oxygen Level (+)→ Oxidation Rate","[{'connection': 'Water Exposure → Oxidation Rate', 'type': '2EX', 'condition_text': 'IF Oxygen Level is ON', 'scientific_justification': 'Water Exposure only affects Oxidation Rate when Oxygen Level creates the right conditions. Without Oxygen Level, Water Exposure alone cannot drive Oxidation Rate.', 'sign': '+'}, {'connection': 'Oxygen Level → Oxidation Rate', 'type': '2EX', 'condition_text': 'IF Water Exposure is ON', 'scientific_justification': 'Oxygen Level only affects Oxidation Rate when Water Exposure creates the right conditions. Without Water Exposure, Oxygen Level alone cannot drive Oxidation Rate.', 'sign': '+'}, {'connection': 'Water Exposure → Rust Formation', 'type': 'AMP', 'condition_text': 'IF Oxidation Rate is ON', 'scientific_justification': 'Water Exposure amplifies the effect on Rust Formation, but only when Oxidation Rate is active. Without Oxidation Rate, Water Exposure alone cannot cause changes in Rust Formation.', 'sign': '+'}]"
G05L1-L01,5th,1,When Trees Become Matches,4,2,2,Rainfall (-)→ Dry Vegetation; Dry Vegetation (+)→ Fire Spread; Wind (+)→ Fire Spread,"Fire Spread ← [Dry Vegetation, Wind]",Yes,None,No,Yes,1,Wind → Fire Spread,AMP,IF Dry Vegetation is ON,"Wind amplifies the effect on Fire Spread, but only when Dry Vegetation is active. Without Dry Vegetation, Wind alone cannot cause changes in Fire Spread.",,,,,,,,,"Wind → Fire Spread: IF Dry Vegetation is ON, BUT Dry Vegetation depends on: Rainfall (-)→ Dry Vegetation","[{'connection': 'Wind → Fire Spread', 'type': 'AMP', 'condition_text': 'IF Dry Vegetation is ON', 'scientific_justification': 'Wind amplifies the effect on Fire Spread, but only when Dry Vegetation is active. Without Dry Vegetation, Wind alone cannot cause changes in Fire Spread.', 'sign': '+'}]"
G05L1-L02,5th,1,Nature's Recycling System,4,2,2,Dead Organic Matter (+)→ Decomposer Activity; Soil Moisture (+)→ Decomposer Activity; Decomposer Activity (+)→ Nutrient Release,"Decomposer Activity ← [Dead Organic Matter, Soil Moisture]",Yes,None,No,Yes,2,Dead Organic Matter → Decomposer Activity,2EX,IF Soil Moisture is ON,"Dead Organic Matter only affects Decomposer Activity when Soil Moisture creates the right conditions. Without Soil Moisture, Dead Organic Matter alone cannot drive Decomposer Activity.",Soil Moisture → Decomposer Activity,2EX,IF Dead Organic Matter is ON,"Soil Moisture only affects Decomposer Activity when Dead Organic Matter creates the right conditions. Without Dead Organic Matter, Soil Moisture alone cannot drive Decomposer Activity.",,,,,None,"[{'connection': 'Dead Organic Matter → Decomposer Activity', 'type': '2EX', 'condition_text': 'IF Soil Moisture is ON', 'scientific_justification': 'Dead Organic Matter only affects Decomposer Activity when Soil Moisture creates the right conditions. Without Soil Moisture, Dead Organic Matter alone cannot drive Decomposer Activity.', 'sign': '+'}, {'connection': 'Soil Moisture → Decomposer Activity', 'type': '2EX', 'condition_text': 'IF Dead Organic Matter is ON', 'scientific_justification': 'Soil Moisture only affects Decomposer Activity when Dead Organic Matter creates the right conditions. Without Dead Organic Matter, Soil Moisture alone cannot drive Decomposer Activity.', 'sign': '+'}]"
G05L1-L03,5th,1,Powered by the Sun,4,2,2,Sunlight Intensity (+)→ Photosynthesis Rate; Temperature (+)→ Photosynthesis Rate; Photosynthesis Rate (+)→ Energy Available to Animals,"Photosynthesis Rate ← [Sunlight Intensity, Temperature]",Yes,None,No,Yes,2,Sunlight Intensity → Photosynthesis Rate,2EX,IF Temperature is ON,"Sunlight Intensity only affects Photosynthesis Rate when Temperature creates the right conditions. Without Temperature, Sunlight Intensity alone cannot drive Photosynthesis Rate.",Temperature → Photosynthesis Rate,2EX,IF Sunlight Intensity is ON,"Temperature only affects Photosynthesis Rate when Sunlight Intensity creates the right conditions. Without Sunlight Intensity, Temperature alone cannot drive Photosynthesis Rate.",,,,,None,"[{'connection': 'Sunlight Intensity → Photosynthesis Rate', 'type': '2EX', 'condition_text': 'IF Temperature is ON', 'scientific_justification': 'Sunlight Intensity only affects Photosynthesis Rate when Temperature creates the right conditions. Without Temperature, Sunlight Intensity alone cannot drive Photosynthesis Rate.', 'sign': '+'}, {'connection': 'Temperature → Photosynthesis Rate', 'type': '2EX', 'condition_text': 'IF Sunlight Intensity is ON', 'scientific_justification': 'Temperature only affects Photosynthesis Rate when Sunlight Intensity creates the right conditions. Without Sunlight Intensity, Temperature alone cannot drive Photosynthesis Rate.', 'sign': '+'}]"
G05L1-L04,5th,1,Earth's Hidden Water,4,2,2,Precipitation Amount (+)→ Freshwater Availability; Temperature (+)→ Evaporation Rate; Evaporation Rate (-)→ Freshwater Availability,"Freshwater Availability ← [Precipitation Amount, Evaporation Rate]",Yes,None,No,Yes,1,Precipitation Amount → Freshwater Availability,AMP,IF Evaporation Rate is ON,"Precipitation Amount amplifies the effect on Freshwater Availability, but only when Evaporation Rate is active. Without Evaporation Rate, Precipitation Amount alone cannot cause changes in Freshwater Availability.",,,,,,,,,"Precipitation Amount → Freshwater Availability: IF Evaporation Rate is ON, BUT Evaporation Rate depends on: Temperature (+)→ Evaporation Rate","[{'connection': 'Precipitation Amount → Freshwater Availability', 'type': 'AMP', 'condition_text': 'IF Evaporation Rate is ON', 'scientific_justification': 'Precipitation Amount amplifies the effect on Freshwater Availability, but only when Evaporation Rate is active. Without Evaporation Rate, Precipitation Amount alone cannot cause changes in Freshwater Availability.', 'sign': '+'}]"
G05L1-L05,5th,1,The Disappearing Act,4,2,2,Air Temperature (-)→ Ice Amount; Air Temperature (+)→ Liquid Water Amount; Ice Amount (-)→ Liquid Water Amount,"Liquid Water Amount ← [Air Temperature, Ice Amount]",Yes,None,No,Yes,1,Air Temperature → Liquid Water Amount,AMP,IF Ice Amount is ON,"Air Temperature amplifies the effect on Liquid Water Amount, but only when Ice Amount is active. Without Ice Amount, Air Temperature alone cannot cause changes in Liquid Water Amount.",,,,,,,,,"Air Temperature → Liquid Water Amount: IF Ice Amount is ON, BUT Ice Amount depends on: Air Temperature (-)→ Ice Amount","[{'connection': 'Air Temperature → Liquid Water Amount', 'type': 'AMP', 'condition_text': 'IF Ice Amount is ON', 'scientific_justification': 'Air Temperature amplifies the effect on Liquid Water Amount, but only when Ice Amount is active. Without Ice Amount, Air Temperature alone cannot cause changes in Liquid Water Amount.', 'sign': '+'}]"
G05L1-L06,5th,1,Where Does a Tree's Mass Come From?,4,2,2,CO2 in Air (+)→ Photosynthesis Rate; Sunlight (+)→ Photosynthesis Rate; Photosynthesis Rate (+)→ Tree Biomass,"Photosynthesis Rate ← [CO2 in Air, Sunlight]",Yes,None,No,Yes,2,CO2 in Air → Photosynthesis Rate,2EX,IF Sunlight is ON,"CO2 in Air only affects Photosynthesis Rate when Sunlight creates the right conditions. Without Sunlight, CO2 in Air alone cannot drive Photosynthesis Rate.",Sunlight → Photosynthesis Rate,2EX,IF CO2 in Air is ON,"Sunlight only affects Photosynthesis Rate when CO2 in Air creates the right conditions. Without CO2 in Air, Sunlight alone cannot drive Photosynthesis Rate.",,,,,None,"[{'connection': 'CO2 in Air → Photosynthesis Rate', 'type': '2EX', 'condition_text': 'IF Sunlight is ON', 'scientific_justification': 'CO2 in Air only affects Photosynthesis Rate when Sunlight creates the right conditions. Without Sunlight, CO2 in Air alone cannot drive Photosynthesis Rate.', 'sign': '+'}, {'connection': 'Sunlight → Photosynthesis Rate', 'type': '2EX', 'condition_text': 'IF CO2 in Air is ON', 'scientific_justification': 'Sunlight only affects Photosynthesis Rate when CO2 in Air creates the right conditions. Without CO2 in Air, Sunlight alone cannot drive Photosynthesis Rate.', 'sign': '+'}]"
G05L1-L07,5th,1,The Mushroom Network Under Your Feet,4,2,2,Leaf Litter / Organic Matter (+)→ Fungal Network Activity; Soil Moisture (+)→ Fungal Network Activity; Fungal Network Activity (+)→ Nutrient Transfer,"Fungal Network Activity ← [Leaf Litter / Organic Matter, Soil Moisture]",Yes,None,No,Yes,2,Leaf Litter / Organic Matter → Fungal Network Activity,2EX,IF Soil Moisture is ON,"Leaf Litter / Organic Matter only affects Fungal Network Activity when Soil Moisture creates the right conditions. Without Soil Moisture, Leaf Litter / Organic Matter alone cannot drive Fungal Network Activity.",Soil Moisture → Fungal Network Activity,2EX,IF Leaf Litter / Organic Matter is ON,"Soil Moisture only affects Fungal Network Activity when Leaf Litter / Organic Matter creates the right conditions. Without Leaf Litter / Organic Matter, Soil Moisture alone cannot drive Fungal Network Activity.",,,,,None,"[{'connection': 'Leaf Litter / Organic Matter → Fungal Network Activity', 'type': '2EX', 'condition_text': 'IF Soil Moisture is ON', 'scientific_justification': 'Leaf Litter / Organic Matter only affects Fungal Network Activity when Soil Moisture creates the right conditions. Without Soil Moisture, Leaf Litter / Organic Matter alone cannot drive Fungal Network Activity.', 'sign': '+'}, {'connection': 'Soil Moisture → Fungal Network Activity', 'type': '2EX', 'condition_text': 'IF Leaf Litter / Organic Matter is ON', 'scientific_justification': 'Soil Moisture only affects Fungal Network Activity when Leaf Litter / Organic Matter creates the right conditions. Without Leaf Litter / Organic Matter, Soil Moisture alone cannot drive Fungal Network Activity.', 'sign': '+'}]"
